id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
recL1Whiw3AvSic3m,Calvary Episcopal Preparatory Richmond,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1201 Austin St,Richmond,TX,77469,Fort Bend County,Houston Area,29.575972289919,-95.766126869387,https://www.ces-richmond.org,(281) 342-3161,mfondon@ces-richmond.org,,,,,,,
recL8YIpFL3q6pNiY,St. Rose Of Lima School - Schulenberg,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,405 Black St,Schulenberg,TX,78956,Fayette County,Austin Area,29.67594871346,-96.90333232837,https://strosecardinals.org,(979) 743-3080,t.jensen@strosecardinals.org,,,,,,,
recLDKkiml86wnfC3,Kids R Kids #26,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,20151 Cypresswood Dr,Cypress,TX,77433,Harris County,Houston Area,29.988355277581,-95.732043474708,https://www.krkfairfield.com,(281) 304-5437,monica@krkfairfield.com,,,,,,,
recLJCHzRpO7U4Bu6,Legendary Kids Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,122 E Commercial Ave,La Feria,TX,78559,Cameron County,Rio Grande Valley,26.158560729624,-97.823638760332,,(956) 887-7001,legendarykidsacademy@gmail.com,,,,,,,
recLKGKyCmEHEkJro,St. Laurence Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2630 Austin Pkwy,Sugar Land,TX,77479,Fort Bend County,Houston Area,29.582278996352,-95.613530549832,https://www.stlaurenceschool.org,(281) 980-0500,sbarto@stlaurence.org,,,,,,,
recLKlhQTjCAoYpLY,Discovering Minds Child Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4311 Ave F,Bay City,TX,77414,Matagorda County,Houston Area,28.959128994457,-95.96923791114,https://www.discoveringmindscdc.com,(979) 476-3112,discoveringmindscdc@gmail.com,,,,,,,
recLN3g5mY3EnIGlw,Southwest Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,10,True,True,True,True,Grades PreK–10,EFA-Eligible,7550 S Hampton,Dallas,TX,75232,Dallas County,Dallas-Fort Worth,32.657661948954,-96.856925584118,https://swchristianacademy.org,(214) 943-4491,vdean@swrgc.org,,,,,,,
recLYOQOx6pq8WUv5,The Lux School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2555 County Rd 58,Manvel,TX,77578,Brazoria County,Houston Area,29.511925976252,-95.408655511874,https://theluxschool.com,(833) 589-5437,director@theluxschool.com,,,,,,,
recLfmvkkUh84GhIb,Tlc Schools On Green Oaks,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1401 NE Green Oaks Blvd,Arlington,TX,76006,Tarrant County,Dallas-Fort Worth,32.783409087038,-97.090884995411,https://www.tlcongreenoaks.com,(469) 734-3285,contact@tlcongreenoaks.com,,,,,,,
recLilhemcXj8trs0,Zion Lutheran School Dallas,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,6121 E Lovers Ln,Dallas,TX,75214,Dallas County,Dallas-Fort Worth,32.851044056552,-96.759781404975,https://www.zlsdallas.org,(214) 363-1630,jthorman@ziondallas.org,,,,,,,
recM1Nv4Tl4y9JCbd,The Goddard School In Austin Avery Ranch,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,9313 Pearson Ranch Rd,Austin,TX,78717,Williamson County,Austin Area,30.501352583316,-97.751099790956,,(512) 828-3434,austin2tx@goddardschools.com,,,,,,,
recM2J5Q2HdICA6LP,Smarty Pants Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,6749 Bandera Rd,San Antonio,TX,78238,Bexar County,San Antonio Area,29.495379934636,-98.618481292362,,(210) 455-5233,splearningcenter1@gmail.com,,,,,,,
recM7IQkA0sZP7bjl,Our Lady Of Grace Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,626 Market St,Pleasanton,TX,78064,Atascosa County,San Antonio Area,28.970876420351,-98.475850015835,https://olgcstx.org,(830) 569-8073,mvaldez@olgcstx.org,,,,,,,
recMTHFeMOnWRypFZ,St. Thomas More School - San Antonio,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4427 Moana Dr,San Antonio,TX,78218,Bexar County,San Antonio Area,29.494051255468,-98.406517694426,https://www.st-thomas-more-school.org,(210) 655-2882,kgutierrez@stmcs62.org,,,,,,,
recMcPVFcT0IJIGbw,St. Theresa Catholic School Austin,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4311 Small Dr,Austin,TX,78731,Travis County,Austin Area,30.343885889146,-97.775817128722,https://st-theresa.org/church,(512) 451-7105,bwheeler@st-theresa.org,,,,,,,
recMgppHWRN4v8hRq,Yogiland,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2102 Bandera Rd,San Antonio,TX,78228,Bexar County,San Antonio Area,29.473910377402,-98.579748414404,https://www.yogilandlearningcenter.com,(210) 432-0253,kasencio1@yahoo.com,,,,,,,
recMxC92y8rSOpKmK,The Ark Schools,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"1655 N Jim Miller Rd, Ste 100",Dallas,TX,75217,Dallas County,Dallas-Fort Worth,,,https://www.thearkschools.com,(903) 930-7480,info@thearkschools.com,,,,,,,
recMzNWqQiBvWWq7d,Learning And Beyond Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3750 Fry Rd,Katy,TX,77449,Harris County,Houston Area,29.827110000519,-95.719780628302,https://www.labclay.com,(832) 205-8327,bwoodlab@gmail.com,,,,,,,
recN0ivJUcQs219dE,Memorial Lutheran School Houston,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,5800 Westheimer Rd,Houston,TX,77057,Harris County,Houston Area,29.738013270966,-95.479466904325,https://www.memoriallutheranschool.org,(713) 782-4022,rpaul@mlchouston.org,,,,,,,
recN1G21oMer2SR65,St. Rita Catholic School Fort Worth,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,712 Weiler Blvd,Fort Worth,TX,76112,Tarrant County,Dallas-Fort Worth,32.736727005652,-97.234011808926,https://www.saintritaschool.net,(817) 451-9383,kjohnston@saintritaschool.net,,,,,,,
recN8MTUu17mhJI3T,Incarnate Word Academy High School Corpus Christi,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,2910 S Alameda,Corpus Christi,TX,78404,Nueces County,South Texas,27.761622111155,-97.393149485938,https://iwacc.org,(361) 883-0857,grunwalds@iwacc.org,,,,,,,
recNAIhKezITWjG7F,Agape Christian Preschool & Child Care,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1401 Strawberry Rd,Pasadena,TX,77502,Harris County,Houston Area,,,https://www.agapepreschool.com,(832) 524-7139,tom.miles@agapepreschool.com,,,,,,,
recNAyTAov9x6JQnr,Acton Leadership Academy: Creekside/Tomball,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,8202 Creekside Timbers Dr,Tomball,TX,77375,Harris County,Houston Area,30.094000534505,-95.540433721857,https://www.actonleaders.com,(832) 974-2684,michelle@actonwoodlands.org,,,,,,,
recNBLDxVXStWxNob,Precious Stones Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,7518 E Mount Houston Rd,Houston,TX,77050,Harris County,Houston Area,29.891449175302,-95.280190131151,https://www.preciousstonesacademy.com,(281) 449-0152,anettaparker@sbcglobal.net,,,,,,,
recNC90yz82GGQGQt,Dallas Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,4025 N Central Expwy,Dallas,TX,75204,Dallas County,Dallas-Fort Worth,32.813856202766,-96.790795354334,https://www.dallaschristianacademy.org,(214) 526-6327,racosta@dallaschristianacademy.org,,,,,,,
recNPU2XTfEsV2xof,Cornerstone Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,5150 N Gate Rd,Granbury,TX,76049,Hood County,Dallas-Fort Worth,32.436548974612,-97.702152023891,https://ccagranbury.com,(817) 573-6485,jmitchell@ccagranbury.com,,,,,,,
recNR3PqDHAArbBg1,Little Hearts Child Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1521 Jacaman Rd,Laredo,TX,78041,Webb County,South Texas,27.561773150082,-99.471553911294,https://lh-cdc.com,(956) 334-9082,little_hearts.developmentcenter@yahoo.com,,,,,,,
recNccDywYmlQcwGM,Dallas Lutheran School,Schools,Schools,Private School,local,,,,,,,,True,,,6,12,False,False,True,True,Grades 6–12,EFA-Eligible,8494 Stults Rd,Dallas,TX,75243,Dallas County,Dallas-Fort Worth,32.905767992412,-96.760841840088,https://www.dallaslutheranschool.com,(214) 349-8912,grahamb@dallaslutheranschool.com,,,,,,,
recNewkWWRH0sGnNc,Kids World Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,10083 FM 1097th Rd W,Willis,TX,77318,Montgomery County,Houston Area,30.418720770605,-95.505155413736,https://kidsworldtexas.com,(936) 856-3491,administration@kidsworldtexas.com,,,,,,,
recNmZTTqRWHaUQu0,Providence Classical School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,18100 Stuebner Airline Rd,Klein,TX,77379,Harris County,Houston Area,30.036435997649,-95.53591026699,https://www.pcsclassical.org,(281) 320-0500,headofschool@pcsclassical.org,,,,,,,
recNnkC6bC43Z2trU,Chinquapin Preparatory School,Schools,Schools,Private School,local,,,,,,,,True,,,6,12,False,False,True,True,Grades 6–12,EFA-Eligible,2615 E Wallisville Rd,Highlands,TX,77562,Harris County,Houston Area,29.819644074632,-95.021750437822,https://www.chinquapin.org,(281) 426-5551,mperez@chinquapin.org,,,,,,,
recNoIMSd3dTQj0tj,Kiddie Klubhouse Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1708 SE Martin Luther King Jr St,Mineral Wells,TX,76067,Palo Pinto County,Dallas-Fort Worth,32.80374856872,-98.097441117315,https://www.kiddieklubhousemw.com,(940) 327-8300,stefania_balan@yahoo.com,,,,,,,
recNr1ih17wtNOe4H,Most Holy Trinity Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,10000 Pheasant Rd,El Paso,TX,79924,El Paso County,El Paso Area,31.900039369668,-106.406654943587,https://www.mhtcrusaders.org,(915) 751-2566,pflores@mhtcrusaders.org,,,,,,,
recNytWltxuODYxS5,Kid Town Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1602 N Big Spring St,Midland,TX,79701,Midland County,West Texas,32.01310156306,-102.078471263912,,(432) 685-0760,kidtowndaycare@hotmail.com,,,,,,,
recO2IsnzCCau9eaQ,Brighton Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,14207 Higgins Rd,San Antonio,TX,78217,Bexar County,San Antonio Area,29.569938987387,-98.395708151269,https://www.brightonsa.org,(210) 826-4492,preschool@brightonsa.org,,,,,,,
recO2MSV8SCG4klDy,Fiorella Di Reggio Emilia School - North,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1701 W Anderson Ln,Austin,TX,78757,Travis County,Austin Area,30.352490284604,-97.723320087058,https://fiorellareggioemiliaschool.com,(512) 798-1476,fiorelladireggioemiliaschool@gmail.com,,,,,,,
recO4JxQ1CmcNPIEi,Creative Kidz,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5015 Louetta Rd,Spring,TX,77379,Harris County,Houston Area,30.03864740436,-95.49135952257,https://www.creativekidzonline.com,(832) 434-2928,creativekidz6@gmail.com,,,,,,,
recO5pctAmdr2JWOf,Community Partners Fifthward Early Childhood Development Ctr,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3917 Collingsworth St,Houston,TX,77026,Harris County,Houston Area,29.794066090418,-95.331826269953,https://ww.communityofpartners.com,(713) 674-5437,akirkmon@yahoo.com,,,,,,,
recO6IKLMff6pWfvG,Tamra Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,8,False,True,True,False,Grades K–8,EFA-Eligible,1100 S 33rd St,Temple,TX,76504,Bell County,Central Texas,31.090808944006,-97.362724806857,https://tamralearning.com,(254) 721-0996,tamralearningacademy@gmail.com,,,,,,,
recOEbHxFvCDUiLAZ,Building Blocks Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,211 Morris Rd,Burke,TX,75941,Angelina County,East Texas,31.22478926505,-94.768863694307,https://bbacademy2.com,(936) 366-0405,bbadiboll.llc@gmail.com,,,,,,,
recOMf8U6wNSm9Fye,Preschool Express Learning Academy Of Nacogdoches,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5124 North St,Nacogdoches,TX,75965,Nacogdoches County,East Texas,31.652859595391,-94.656002712642,https://preschoolexpressla.com,(936) 305-4041,info@preschoolexpressla.com,,,,,,,
recONsAVMphP4fUMI,St Pauls Christian Day School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,305 W Third St,Brenham,TX,77833,Washington County,Central Texas,30.16189949672,-96.39892512985,,(979) 836-4176,sandraehlinger@stpaulscds.net,,,,,,,
recOO7yM1C5zaZmtu,Fiorella Di Reggio Emilia School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,8707 Mountain Crest Dr,Austin,TX,78735,Travis County,Austin Area,30.255972116526,-97.893618513813,https://fiorellareggioemiliaschool.com,(512) 575-0227,fiorelladireggioemilia@gmail.com,,,,,,,
recORDMK0FooihIeD,Cool Cats Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,837 State Hwy 171,Mexia,TX,76667,Limestone County,Central Texas,31.688112555813,-96.496157338867,,(903) 390-5693,coolcatsla23@gmail.com,,,,,,,
recORLjN7pzi7uONz,St. Patrick Cathedral School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,1111 N Stanton St,El Paso,TX,79902,El Paso County,El Paso Area,31.765948786997,-106.492186398373,https://www.stpatrickelpaso.org,(915) 532-4142,jrieschick@stpatrickelpaso.org,,,,,,,
recORcYs579g5dapJ,Kiddie Academy Of League City East,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2010 E League City Pkwy,League City,TX,77573,Galveston County,Houston Area,,,https://kiddieacademy.com/LeagueCityeast,(281) 538-5437,james.ihedigbo@kiddieacademy.net,,,,,,,
recOf1RTEGttzUNUw,Living Water Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4808 Airport Ave,Rosenberg,TX,77471,Fort Bend County,Houston Area,29.542854371284,-95.775985816359,https://www.lwcs.school,(281) 238-8946,admin@livingwaterschool.org,,,,,,,
recOj8qLRloJrmCVX,Cora's Cottage Care For Kids,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"10851 Scarsdale Blvd, Ste 700",Houston,TX,77089,Harris County,Houston Area,29.583642430695,-95.214903377881,https://www.corascottage.com,(832) 717-1722,corascottagecare1@gmail.com,,,,,,,
recOnCEGIGq8Xdb6Z,Bright Beginnings,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"9414 Parkfield Dr, Ste B",Austin,TX,78758,Travis County,Austin Area,30.367739666981,-97.706102217805,,(512) 905-2505,patsy.brightbeginnings@gmail.com,,,,,,,
recOv7dj1SO7MKy0X,Kids Montessori Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1521 E Arapaho Rd,Richardson,TX,75086,Collin County,Dallas-Fort Worth,,,https://kidsearlylearningcenters.com,(323) 627-6191,ims618@aol.com,,,,,,,
recP0YSBvOKNLgARk,Mini Cande Kisses,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,17614 Chestnut Trl,Richmond,TX,77407,Fort Bend County,Houston Area,29.706379138948,-95.692579634196,,(713) 320-7857,minicandekisses@aol.com,,,,,,,
recP2pFXq6spd2nV1,St. Matthew Catholic School - El Paso,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,400 W Sunset Rd,El Paso,TX,79922,El Paso County,El Paso Area,31.831277137596,-106.583128281499,https://www.stmatthewelpaso.org,(915) 581-8801,vdelacruz@stmatthewelpaso.org,,,,,,,
recP4mpC0ARAnGNCC,St. Patrick Classical School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2116 Lowry St,Lufkin,TX,75901,Angelina County,East Texas,31.35919885906,-94.712780878791,https://stpatricklufkin.com,(936) 634-6719,cadams@stpatricklufkin.com,,,,,,,
recP8I2sRowcVyVuk,Silver Star Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5610 E Sam Houston Pkwy N,Houston,TX,77015,Harris County,Houston Area,29.805300490976,-95.162916520948,https://silverstaracademy.com,(281) 457-3355,silverstaracademy.directors@gmail.com,,,,,,,
recPLjg0I0dMFRB7q,IVy Kids Early Learning Center Young Ranch,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,9909 Easton Sky Ln,Cypress,TX,77433,Harris County,Houston Area,29.921937551096,-95.721988454639,https://ivykidsyoungranch.com,(281) 536-2372,kelly@ivykidsyoungranch.com,,,,,,,
recPPX8pjENS3h7L5,Willow Oaks Kids Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2885 Belt Line Rd,Garland,TX,75044,Dallas County,Dallas-Fort Worth,32.9445763,-96.6717969,https://willowoakskids.com,(214) 501-3149,willowoakskids@gmail.com,,,,,,,
recPRt2yTWAS6HcJU,IVy Kids At Cypress Creek Lakes,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,20627 Cypress Plaza Pkwy,Cypress,TX,77433,Harris County,Houston Area,29.929165259256,-95.725204942409,https://ivykids.com/cypress-tx/ivy-kids-of-cypress-creek-lakes,(832) 732-1156,anila@ivykids.com,,,,,,,
recPSsFHzRGyon6DU,Kids Arena Inc. Dba Kids Arena Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,8373 Creekbend Dr,Houston,TX,77071,Harris County,Houston Area,29.665131753675,-95.526800911451,,(713) 777-0228,kidsarena@att.net,,,,,,,
recPXqaoSg1Sb2Av0,Glenwood Primary University,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,625 N Glenwood Blvd,Tyler,TX,75702,Smith County,East Texas,32.35704872732,-95.31901855908,,(903) 592-6981,glenwoodprimaryuniversity@yahoo.com,,,,,,,
recPp1pCMrLv9OS4x,Angels Care And Learning Center #2,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4905 Maufrais Ln,Austin,TX,78744,Travis County,Austin Area,30.200288603187,-97.738864608242,https://www.myangelscare.com,(305) 766-2826,chuck@tohcapital.net,,,,,,,
